iter	Passed	Remaining
1718	2664	3535
1719	2665	3532
1720	2665	3530
1721	2666	3528
1722	2668	3526
1723	2669	3523
1724	2669	3521
1725	2670	3518
1726	2671	3516
1727	2672	3514
1728	2673	3511
1729	2675	3510
1730	2676	3508
1731	2677	3506
1732	2678	3504
1733	2679	3501
1734	2680	3499
1735	2681	3497
1736	2683	3495
1737	2684	3493
1738	2685	3491
1739	2686	3489
1740	2687	3487
1741	2688	3484
1742	2689	3482
1743	2691	3481
1744	2692	3479
1745	2694	3477
1746	2695	3475
1747	2696	3474
1748	2697	3471
1749	2698	3469
1750	2699	3467
1751	2700	3464
1752	2701	3462
1753	2701	3459
1754	2703	3457
1755	2711	3465
1756	2712	3463
1757	2713	3461
1758	2714	3458
1759	2715	3456
1760	2716	3454
1761	2717	3451
1762	2718	3449
1763	2719	3446
1764	2720	3445
1765	2721	3443
1766	2723	3441
1767	2724	3440
1768	2725	3437
1769	2727	3435
1770	2728	3433
1771	2729	3431
1772	2730	3429
1773	2731	3427
1774	2732	3425
1775	2733	3423
1776	2734	3421
1777	2736	3419
1778	2737	3417
1779	2738	3415
1780	2739	3413
1781	2740	3411
1782	2742	3409
1783	2743	3407
1784	2744	3405
1785	2745	3403
1786	2746	3400
1787	2747	3398
1788	2748	3396
1789	2749	3394
1790	2751	3394
1791	2753	3393
1792	2755	3391
1793	2756	3389
1794	2757	3387
1795	2758	3385
1796	2759	3383
1797	2760	3381
1798	2761	3379
1799	2763	3377
1800	2765	3376
1801	2766	3374
1802	2767	3372
1803	2768	3370
1804	2769	3367
1805	2770	3365
1806	2771	3363
1807	2772	3361
1808	2773	3359
1809	2774	3356
1810	2775	3354
1811	2776	3352
1812	2777	3349
1813	2778	3348
1814	2781	3349
1815	2783	3347
1816	2784	3345
1817	2785	3343
1818	2786	3340
1819	2787	3338
1820	2788	3336
1821	2789	3334
1822	2790	3331
1823	2791	3329
1824	2792	3327
1825	2793	3325
1826	2794	3324
1827	2795	3321
1828	2796	3319
1829	2797	3317
1830	2798	3315
1831	2799	3313
1832	2800	3310
1833	2801	3308
1834	2802	3306
1835	2803	3303
1836	2803	3301
1837	2804	3299
1838	2805	3296
1839	2806	3295
1840	2809	3294
1841	2811	3293
1842	2812	3291
1843	2813	3289
1844	2814	3287
1845	2815	3285
1846	2816	3283
1847	2817	3280
1848	2818	3278
1849	2819	3276
1850	2820	3274
1851	2821	3272
1852	2823	3271
1853	2824	3269
1854	2825	3267
1855	2827	3266
1856	2828	3264
1857	2829	3262
1858	2830	3260
1859	2831	3257
1860	2832	3255
1861	2833	3253
1862	2834	3251
1863	2835	3249
1864	2837	3248
1865	2838	3246
1866	2840	3244
1867	2841	3243
1868	2842	3240
1869	2843	3238
1870	2844	3236
1871	2845	3234
1872	2846	3232
1873	2847	3229
1874	2847	3227
1875	2848	3225
1876	2849	3223
1877	2850	3221
1878	2851	3218
1879	2852	3216
1880	2853	3214
1881	2854	3212
1882	2855	3210
1883	2856	3208
1884	2857	3206
1885	2858	3203
1886	2859	3201
1887	2859	3199
1888	2860	3196
1889	2861	3194
1890	2862	3192
1891	2863	3190
1892	2864	3188
1893	2865	3186
1894	2866	3184
1895	2867	3182
1896	2869	3181
1897	2870	3179
1898	2871	3176
1899	2872	3174
1900	2873	3172
1901	2874	3170
1902	2874	3167
1903	2875	3165
1904	2876	3163
1905	2877	3161
1906	2878	3159
1907	2879	3157
1908	2880	3154
1909	2881	3152
1910	2882	3150
1911	2883	3148
1912	2884	3146
1913	2885	3144
1914	2886	3142
1915	2887	3140
1916	2888	3138
1917	2888	3136
1918	2889	3133
1919	2890	3131
1920	2891	3129
1921	2893	3127
1922	2893	3125
1923	2894	3123
1924	2895	3121
1925	2896	3119
1926	2897	3117
1927	2899	3115
1928	2900	3113
1929	2901	3111
1930	2902	3109
1931	2903	3107
1932	2904	3105
1933	2905	3103
1934	2906	3101
1935	2907	3099
1936	2908	3097
1937	2909	3096
1938	2910	3093
1939	2911	3091
1940	2912	3089
1941	2914	3088
1942	2915	3086
1943	2915	3083
1944	2916	3081
1945	2917	3079
1946	2918	3077
1947	2919	3075
1948	2920	3072
1949	2920	3070
1950	2921	3068
1951	2922	3066
1952	2923	3064
1953	2924	3062
1954	2925	3060
1955	2926	3058
1956	2927	3056
1957	2928	3054
1958	2929	3052
1959	2930	3050
1960	2931	3048
1961	2933	3046
1962	2934	3045
1963	2935	3043
1964	2936	3041
1965	2937	3039
1966	2938	3037
1967	2939	3035
1968	2940	3033
1969	2941	3031
1970	2943	3029
1971	2944	3027
1972	2945	3025
1973	2946	3023
1974	2947	3021
1975	2948	3019
1976	2949	3017
1977	2949	3015
1978	2950	3013
1979	2951	3011
1980	2952	3009
1981	2953	3007
1982	2954	3005
1983	2955	3003
1984	2957	3001
1985	2958	3000
1986	2960	2998
1987	2961	2997
1988	2962	2995
1989	2963	2993
1990	2964	2991
1991	2965	2989
1992	2966	2987
1993	2967	2985
1994	2968	2983
1995	2969	2981
1996	2970	2979
1997	2972	2978
1998	2974	2977
1999	2975	2975
2000	2976	2973
2001	2977	2971
2002	2978	2969
2003	2979	2967
2004	2980	2965
2005	2981	2963
2006	2982	2961
2007	2983	2959
2008	2984	2957
2009	2985	2955
2010	2986	2954
2011	2989	2953
2012	2991	2952
2013	2992	2950
2014	2993	2948
2015	2994	2946
2016	2995	2944
2017	2995	2942
2018	2996	2940
2019	2997	2938
2020	2999	2936
2021	3000	2934
2022	3001	2933
2023	3002	2931
2024	3003	2929
2025	3004	2927
2026	3005	2925
2027	3006	2923
2028	3007	2921
2029	3008	2919
2030	3009	2917
2031	3010	2915
2032	3011	2913
2033	3012	2911
2034	3012	2909
2035	3013	2907
2036	3014	2905
2037	3015	2903
2038	3019	2903
2039	3021	2902
2040	3022	2900
2041	3022	2898
2042	3023	2896
2043	3024	2894
2044	3025	2892
2045	3027	2891
2046	3028	2889
2047	3029	2887
2048	3030	2885
2049	3032	2884
2050	3033	2882
2051	3034	2880
2052	3035	2878
2053	3036	2876
2054	3037	2874
2055	3038	2872
2056	3039	2870
2057	3039	2868
2058	3040	2866
2059	3041	2864
2060	3042	2862
2061	3043	2860
2062	3044	2858
2063	3045	2856
2064	3046	2854
2065	3047	2853
2066	3049	2852
2067	3050	2850
2068	3051	2848
2069	3052	2846
2070	3053	2843
2071	3054	2841
2072	3055	2840
2073	3056	2838
2074	3057	2836
2075	3058	2834
2076	3060	2833
2077	3061	2832
2078	3062	2830
2079	3064	2828
2080	3065	2826
2081	3066	2824
2082	3067	2822
2083	3068	2820
2084	3069	2818
2085	3069	2816
2086	3070	2814
2087	3071	2812
2088	3072	2810
2089	3073	2808
2090	3074	2806
2091	3076	2805
2092	3077	2804
2093	3079	2802
2094	3080	2801
2095	3097	2813
2096	3098	2811
2097	3099	2809
2098	3099	2807
2099	3100	2805
2100	3101	2803
2101	3102	2801
2102	3103	2799
2103	3103	2797
2104	3104	2795
2105	3105	2793
2106	3107	2791
2107	3108	2789
2108	3109	2788
2109	3111	2786
2110	3112	2785
2111	3113	2783
2112	3114	2781
2113	3115	2779
2114	3116	2777
2115	3117	2775
2116	3118	2773
2117	3119	2771
2118	3120	2770
2119	3122	2768
2120	3123	2766
2121	3124	2765
2122	3125	2763
2123	3126	2761
2124	3126	2759
2125	3127	2757
2126	3128	2755
2127	3129	2753
2128	3130	2751
2129	3131	2749
2130	3132	2747
2131	3133	2745
2132	3134	2743
2133	3135	2741
2134	3136	2740
2135	3138	2738
2136	3140	2737
2137	3141	2735
2138	3142	2733
2139	3143	2731
2140	3144	2730
2141	3145	2728
2142	3146	2726
2143	3147	2724
2144	3148	2722
2145	3149	2720
2146	3150	2718
2147	3151	2717
2148	3152	2715
2149	3153	2713
2150	3154	2711
2151	3155	2709
2152	3156	2707
2153	3157	2706
2154	3158	2704
2155	3159	2702
2156	3160	2700
2157	3161	2698
2158	3162	2696
2159	3163	2694
2160	3164	2692
2161	3167	2692
2162	3169	2691
2163	3170	2689
2164	3171	2688
2165	3172	2686
2166	3173	2684
2167	3174	2682
2168	3175	2680
2169	3176	2678
2170	3177	2676
2171	3178	2674
2172	3179	2672
2173	3180	2671
2174	3182	2670
2175	3183	2668
2176	3184	2667
2177	3185	2665
2178	3186	2663
2179	3187	2661
2180	3188	2659
2181	3189	2657
2182	3190	2655
2183	3191	2653
2184	3192	2651
2185	3193	2649
2186	3194	2647
2187	3195	2646
2188	3196	2644
2189	3197	2642
2190	3198	2641
2191	3199	2639
2192	3200	2637
2193	3201	2635
2194	3202	2633
2195	3203	2631
2196	3204	2629
2197	3205	2627
2198	3205	2625
2199	3206	2623
2200	3207	2621
2201	3209	2620
2202	3210	2619
2203	3212	2617
2204	3212	2615
2205	3213	2613
2206	3214	2611
2207	3215	2609
2208	3216	2607
2209	3217	2605
2210	3218	2603
2211	3219	2602
2212	3220	2600
2213	3220	2598
2214	3221	2596
2215	3222	2594
2216	3223	2592
2217	3224	2590
2218	3225	2588
2219	3226	2587
2220	3227	2585
2221	3228	2583
2222	3229	2581
2223	3230	2579
2224	3231	2577
2225	3232	2575
2226	3232	2573
2227	3233	2571
2228	3234	2570
2229	3235	2568
2230	3236	2566
2231	3237	2564
2232	3238	2562
2233	3239	2560
2234	3240	2558
2235	3241	2557
2236	3242	2555
2237	3243	2553
2238	3243	2551
2239	3244	2549
2240	3245	2547
2241	3246	2545
2242	3247	2543
2243	3248	2541
2244	3249	2539
2245	3250	2538
2246	3250	2536
2247	3251	2534
2248	3252	2532
2249	3253	2530
2250	3254	2528
2251	3254	2526
2252	3256	2524
2253	3257	2523
2254	3258	2521
2255	3260	2520
2256	3260	2518
2257	3261	2516
2258	3262	2514
2259	3263	2512
2260	3264	2510
2261	3265	2508
2262	3266	2506
2263	3267	2505
2264	3267	2503
2265	3268	2501
2266	3269	2499
2267	3270	2497
2268	3271	2496
2269	3272	2494
2270	3273	2492
2271	3274	2490
2272	3275	2488
2273	3276	2486
2274	3277	2484
2275	3278	2483
2276	3279	2481
2277	3280	2479
2278	3281	2477
2279	3281	2475
2280	3282	2473
2281	3283	2472
2282	3284	2470
2283	3285	2468
2284	3286	2466
2285	3288	2465
2286	3289	2463
2287	3290	2462
2288	3291	2460
2289	3292	2458
2290	3293	2456
2291	3293	2454
2292	3294	2452
2293	3295	2451
2294	3296	2449
2295	3297	2447
2296	3298	2445
2297	3299	2443
2298	3300	2442
2299	3301	2440
2300	3302	2438
2301	3303	2436
2302	3304	2435
2303	3305	2433
2304	3306	2431
2305	3307	2430
2306	3308	2428
2307	3309	2426
2308	3310	2424
2309	3311	2422
2310	3312	2420
2311	3313	2418
2312	3314	2417
2313	3315	2415
2314	3316	2413
2315	3318	2412
2316	3319	2411
2317	3320	2409
2318	3321	2407
2319	3322	2405
2320	3323	2403
2321	3323	2402
2322	3324	2400
2323	3325	2398
2324	3326	2396
2325	3327	2394
2326	3328	2393
2327	3329	2391
2328	3330	2389
2329	3332	2388
2330	3333	2386
2331	3334	2384
2332	3335	2383
2333	3336	2381
2334	3336	2379
2335	3337	2377
2336	3338	2375
2337	3339	2373
2338	3340	2372
2339	3341	2370
2340	3342	2368
2341	3343	2366
2342	3343	2364
2343	3344	2363
2344	3346	2361
2345	3347	2360
2346	3348	2358
2347	3349	2356
2348	3350	2354
2349	3351	2353
2350	3352	2351
2351	3353	2349
2352	3354	2348
2353	3355	2346
2354	3356	2344
2355	3357	2342
2356	3358	2340
2357	3358	2338
2358	3359	2337
2359	3360	2335
2360	3362	2334
2361	3363	2332
2362	3363	2330
2363	3364	2328
2364	3365	2326
2365	3366	2325
2366	3367	2323
2367	3368	2321
2368	3369	2319
2369	3369	2317
2370	3370	2315
2371	3371	2314
2372	3372	2312
2373	3373	2310
2374	3374	2309
2375	3375	2307
2376	3376	2305
2377	3378	2304
2378	3379	2302
2379	3380	2300
2380	3381	2299
2381	3382	2297
2382	3383	2295
2383	3384	2293
2384	3385	2292
2385	3385	2290
2386	3386	2288
2387	3387	2286
2388	3388	2285
2389	3389	2283
2390	3390	2281
2391	3391	2279
2392	3392	2278
2393	3393	2276
2394	3394	2274
2395	3395	2272
2396	3396	2271
2397	3397	2269
2398	3397	2267
2399	3398	2265
2400	3399	2264
2401	3400	2262
2402	3402	2261
2403	3403	2259
2404	3404	2257
2405	3405	2256
2406	3406	2254
2407	3408	2253
2408	3409	2251
2409	3410	2249
2410	3411	2248
2411	3412	2246
2412	3413	2244
2413	3414	2243
2414	3414	2241
2415	3415	2239
2416	3416	2237
2417	3417	2235
2418	3418	2234
2419	3419	2232
2420	3420	2230
2421	3421	2228
2422	3422	2227
2423	3423	2225
2424	3424	2224
2425	3425	2222
2426	3426	2220
2427	3427	2218
2428	3427	2217
2429	3428	2215
2430	3430	2214
2431	3432	2212
2432	3433	2211
2433	3434	2209
2434	3435	2207
2435	3436	2206
2436	3437	2204
2437	3438	2203
2438	3440	2201
2439	3441	2200
2440	3442	2198
2441	3443	2196
2442	3444	2195
2443	3445	2193
2444	3445	2191
2445	3446	2189
2446	3447	2188
2447	3448	2186
2448	3449	2184
2449	3450	2182
2450	3451	2181
2451	3452	2179
2452	3453	2177
2453	3454	2176
2454	3455	2174
2455	3455	2172
2456	3457	2171
2457	3457	2169
2458	3458	2167
2459	3459	2165
2460	3460	2164
2461	3461	2162
2462	3462	2160
2463	3463	2158
2464	3464	2157
2465	3465	2155
2466	3465	2153
2467	3467	2152
2468	3468	2151
2469	3469	2149
2470	3471	2147
2471	3472	2146
2472	3472	2144
2473	3473	2142
2474	3474	2140
2475	3475	2139
2476	3476	2137
2477	3477	2135
2478	3477	2133
2479	3478	2132
2480	3479	2130
2481	3480	2128
2482	3481	2127
2483	3482	2125
2484	3483	2123
2485	3484	2121
2486	3485	2120
2487	3486	2118
2488	3486	2116
2489	3487	2115
2490	3488	2113
2491	3489	2111
2492	3490	2109
2493	3491	2108
2494	3492	2106
2495	3493	2104
2496	3493	2103
2497	3494	2101
2498	3495	2099
2499	3496	2097
2500	3497	2096
2501	3498	2094
2502	3499	2093
2503	3500	2091
2504	3501	2089
2505	3502	2088
2506	3503	2086
2507	3504	2084
2508	3505	2083
2509	3506	2081
2510	3507	2079
2511	3508	2077
2512	3508	2076
2513	3509	2074
2514	3510	2072
2515	3511	2071
2516	3512	2069
2517	3513	2067
2518	3514	2066
2519	3515	2064
2520	3516	2062
2521	3517	2061
2522	3517	2059
2523	3518	2057
2524	3519	2056
2525	3520	2054
2526	3521	2052
2527	3522	2051
2528	3523	2049
2529	3524	2047
2530	3524	2045
2531	3525	2044
2532	3527	2042
2533	3528	2041
2534	3530	2040
2535	3531	2038
2536	3532	2036
2537	3533	2035
2538	3533	2033
2539	3534	2031
2540	3535	2030
2541	3536	2028
2542	3537	2026
2543	3538	2025
2544	3539	2023
2545	3539	2021
2546	3540	2019
2547	3542	2018
2548	3543	2017
2549	3544	2015
2550	3545	2013
2551	3546	2012
2552	3546	2010
2553	3547	2008
2554	3548	2007
2555	3549	2005
2556	3550	2003
2557	3551	2001
2558	3552	2000
2559	3553	1998
2560	3553	1996
2561	3554	1995
2562	3555	1993
2563	3557	1992
2564	3559	1991
2565	3561	1990
2566	3562	1988
2567	3563	1987
2568	3564	1985
2569	3565	1983
2570	3566	1982
2571	3567	1980
2572	3568	1978
2573	3569	1977
2574	3570	1975
2575	3571	1974
2576	3572	1972
2577	3573	1971
2578	3574	1969
2579	3575	1967
2580	3576	1966
2581	3577	1964
2582	3577	1962
2583	3578	1961
2584	3579	1959
2585	3580	1957
2586	3581	1956
2587	3582	1954
2588	3583	1952
2589	3584	1951
2590	3585	1949
2591	3586	1947
2592	3587	1946
2593	3588	1945
2594	3590	1943
2595	3590	1942
2596	3591	1940
2597	3592	1938
2598	3594	1937
2599	3595	1936
2600	3596	1934
2601	3597	1932
2602	3598	1931
2603	3599	1929
2604	3600	1927
2605	3600	1926
2606	3602	1924
2607	3603	1923
2608	3604	1921
2609	3605	1920
2610	3606	1918
2611	3607	1916
2612	3607	1915
2613	3608	1913
2614	3609	1911
2615	3610	1910
2616	3611	1908
2617	3612	1906
2618	3613	1905
2619	3614	1903
2620	3614	1901
2621	3615	1900
2622	3616	1898
2623	3618	1897
2624	3619	1895
2625	3620	1894
2626	3621	1892
2627	3622	1891
2628	3623	1889
2629	3624	1888
2630	3625	1886
2631	3626	1884
2632	3627	1883
2633	3628	1881
2634	3629	1880
2635	3630	1878
2636	3632	1877
2637	3633	1876
2638	3634	1874
2639	3635	1873
2640	3636	1871
2641	3637	1869
2642	3639	1868
2643	3640	1866
2644	3641	1865
2645	3642	1863
2646	3643	1862
2647	3644	1860
2648	3645	1859
2649	3646	1857
2650	3648	1856
2651	3650	1855
2652	3651	1853
2653	3652	1852
2654	3653	1850
2655	3654	1849
2656	3655	1847
2657	3656	1846
2658	3657	1844
2659	3658	1842
2660	3658	1841
2661	3659	1839
2662	3661	1838
2663	3662	1836
2664	3663	1835
2665	3664	1833
2666	3665	1832
2667	3666	1830
2668	3667	1828
2669	3668	1827
2670	3669	1825
2671	3670	1824
2672	3670	1822
2673	3671	1820
2674	3672	1819
2675	3673	1817
2676	3674	1816
2677	3675	1814
2678	3676	1812
2679	3677	1811
2680	3679	1810
2681	3680	1808
2682	3681	1806
2683	3682	1805
2684	3683	1804
2685	3684	1802
2686	3685	1800
2687	3686	1799
2688	3687	1797
2689	3688	1796
2690	3689	1794
2691	3690	1793
2692	3692	1791
2693	3693	1790
2694	3693	1788
2695	3694	1787
2696	3695	1785
2697	3696	1783
2698	3697	1782
2699	3698	1780
2700	3699	1779
2701	3700	1777
2702	3701	1776
2703	3702	1774
2704	3702	1772
2705	3703	1771
2706	3704	1769
2707	3705	1767
2708	3706	1766
2709	3708	1765
2710	3709	1763
2711	3711	1762
2712	3712	1761
2713	3713	1759
2714	3714	1757
2715	3715	1756
2716	3716	1754
2717	3716	1753
2718	3717	1751
2719	3718	1750
2720	3719	1748
2721	3720	1746
2722	3722	1745
2723	3722	1743
2724	3724	1742
2725	3724	1740
2726	3725	1739
2727	3727	1737
2728	3728	1736
2729	3728	1734
2730	3729	1733
2731	3730	1731
2732	3731	1729
2733	3732	1728
2734	3733	1726
2735	3734	1725
2736	3734	1723
2737	3736	1722
2738	3737	1720
2739	3739	1719
2740	3740	1718
2741	3741	1716
2742	3742	1714
2743	3743	1713
2744	3744	1711
2745	3744	1710
2746	3745	1708
2747	3746	1707
2748	3747	1705
2749	3748	1703
2750	3749	1702
2751	3750	1700
2752	3751	1699
2753	3752	1697
2754	3753	1696
2755	3754	1694
2756	3755	1693
2757	3756	1691
2758	3757	1690
2759	3758	1688
2760	3759	1686
2761	3759	1685
2762	3760	1683
2763	3761	1682
2764	3762	1680
2765	3763	1678
2766	3764	1677
2767	3765	1675
2768	3766	1674
2769	3767	1673
2770	3769	1671
2771	3770	1670
2772	3771	1668
2773	3771	1667
2774	3772	1665
2775	3773	1663
2776	3774	1662
2777	3775	1660
2778	3776	1659
2779	3777	1657
2780	3778	1656
2781	3779	1654
2782	3779	1652
2783	3781	1651
2784	3782	1650
2785	3783	1648
2786	3784	1647
2787	3786	1646
2788	3787	1644
2789	3788	1643
2790	3789	1641
2791	3790	1639
2792	3791	1638
2793	3791	1636
2794	3792	1635
2795	3793	1633
2796	3794	1632
2797	3795	1630
2798	3797	1629
2799	3799	1628
2800	3800	1626
2801	3801	1625
2802	3802	1623
2803	3803	1622
2804	3804	1620
2805	3805	1619
2806	3806	1617
2807	3806	1616
2808	3807	1614
2809	3808	1612
2810	3809	1611
2811	3810	1610
2812	3813	1609
2813	3814	1607
2814	3815	1606
2815	3816	1604
2816	3817	1603
2817	3818	1601
2818	3818	1599
2819	3819	1598
2820	3820	1596
2821	3821	1595
2822	3822	1593
2823	3823	1592
2824	3824	1590
2825	3825	1589
2826	3826	1587
2827	3827	1586
2828	3828	1584
2829	3829	1583
2830	3830	1581
2831	3831	1580
2832	3832	1578
2833	3833	1577
2834	3834	1575
2835	3835	1574
2836	3836	1572
2837	3837	1571
2838	3838	1569
2839	3839	1568
2840	3839	1566
2841	3840	1564
2842	3841	1563
2843	3843	1562
2844	3844	1560
2845	3845	1559
2846	3846	1557
2847	3847	1556
2848	3848	1554
2849	3849	1553
2850	3849	1551
2851	3851	1550
2852	3852	1548
2853	3852	1547
2854	3853	1545
2855	3854	1543
2856	3855	1542
2857	3856	1541
2858	3857	1539
2859	3859	1538
2860	3860	1536
2861	3861	1535
2862	3861	1533
2863	3862	1532
2864	3863	1530
2865	3865	1529
2866	3866	1527
2867	3866	1526
2868	3867	1524
2869	3868	1523
2870	3869	1521
2871	3870	1520
2872	3871	1518
2873	3872	1517
2874	3873	1515
2875	3874	1514
2876	3875	1512
2877	3876	1511
2878	3877	1509
2879	3878	1508
2880	3879	1506
2881	3880	1505
2882	3881	1503
2883	3882	1502
2884	3883	1500
2885	3884	1499
2886	3885	1497
2887	3886	1496
2888	3887	1494
2889	3888	1493
2890	3890	1492
2891	3891	1490
2892	3892	1489
2893	3893	1487
2894	3894	1486
2895	3895	1484
2896	3896	1483
2897	3896	1481
2898	3897	1480
2899	3898	1478
2900	3899	1477
2901	3900	1475
2902	3901	1474
2903	3903	1473
2904	3904	1471
2905	3904	1470
2906	3905	1468
2907	3906	1467
2908	3907	1465
2909	3908	1464
2910	3909	1462
2911	3910	1461
2912	3911	1459
2913	3912	1457
2914	3913	1456
2915	3913	1454
2916	3914	1453
2917	3915	1451
2918	3916	1450
2919	3917	1449
2920	3919	1447
2921	3921	1446
2922	3922	1445
2923	3923	1443
2924	3923	1442
2925	3924	1440
2926	3925	1439
2927	3926	1437
2928	3927	1436
2929	3928	1434
2930	3929	1433
2931	3929	1431
2932	3930	1430
2933	3932	1428
2934	3933	1427
2935	3934	1425
2936	3935	1424
2937	3936	1422
2938	3937	1421
2939	3939	1420
2940	3940	1418
2941	3940	1417
2942	3942	1415
2943	3943	1414
2944	3943	1412
2945	3944	1411
2946	3945	1409
2947	3946	1408
2948	3948	1407
2949	3950	1405
2950	3951	1404
2951	3952	1403
2952	3953	1401
2953	3953	1400
2954	3954	1398
2955	3955	1397
2956	3956	1395
2957	3957	1394
2958	3958	1392
2959	3959	1391
2960	3960	1389
2961	3961	1388
2962	3962	1386
2963	3963	1385
2964	3964	1383
2965	3965	1382
2966	3966	1380
2967	3967	1379
2968	3967	1377
2969	3968	1376
2970	3969	1374
2971	3970	1373
2972	3971	1371
2973	3972	1370
2974	3973	1368
2975	3974	1367
2976	3974	1365
2977	3975	1364
2978	3977	1363
2979	3980	1362
2980	3982	1361
2981	3983	1359
2982	3983	1358
2983	3984	1356
2984	3985	1355
2985	3986	1353
2986	3987	1352
2987	3988	1350
2988	3989	1349
2989	3990	1347
2990	3990	1346
2991	3991	1344
2992	3993	1343
2993	3993	1341
2994	3994	1340
2995	3995	1339
2996	3996	1337
2997	3997	1336
2998	3998	1334
2999	3999	1333
3000	4000	1331
3001	4001	1330
3002	4002	1328
3003	4002	1327
3004	4003	1325
3005	4004	1324
3006	4005	1322
3007	4006	1321
3008	4008	1320
3009	4009	1318
3010	4010	1317
3011	4011	1315
3012	4012	1314
3013	4013	1312
3014	4013	1311
3015	4014	1309
3016	4015	1308
3017	4016	1306
3018	4017	1305
3019	4018	1303
3020	4019	1302
3021	4020	1301
3022	4020	1299
3023	4021	1298
3024	4023	1296
3025	4023	1295
3026	4024	1293
3027	4025	1292
3028	4026	1290
3029	4027	1289
3030	4028	1287
3031	4029	1286
3032	4029	1284
3033	4030	1283
3034	4031	1281
3035	4032	1280
3036	4033	1278
3037	4034	1277
3038	4035	1276
3039	4036	1274
3040	4037	1273
3041	4038	1271
3042	4039	1270
3043	4040	1269
3044	4041	1267
3045	4042	1266
3046	4043	1264
3047	4044	1263
3048	4045	1261
3049	4046	1260
3050	4047	1259
3051	4048	1257
3052	4049	1256
3053	4050	1254
3054	4051	1253
3055	4053	1252
3056	4054	1250
3057	4055	1249
3058	4056	1247
3059	4057	1246
3060	4057	1244
3061	4058	1243
3062	4059	1241
3063	4060	1240
3064	4061	1239
3065	4062	1237
3066	4063	1236
3067	4064	1234
3068	4065	1233
3069	4066	1231
3070	4068	1230
3071	4069	1229
3072	4070	1227
3073	4071	1226
3074	4072	1225
3075	4073	1223
3076	4074	1222
3077	4075	1220
3078	4076	1219
3079	4077	1218
3080	4078	1216
3081	4079	1215
3082	4080	1213
3083	4081	1212
3084	4083	1211
3085	4084	1209
3086	4085	1208
3087	4086	1206
3088	4087	1205
3089	4088	1204
3090	4089	1202
3091	4090	1201
3092	4091	1199
3093	4092	1198
3094	4094	1197
3095	4095	1195
3096	4096	1194
3097	4098	1193
3098	4099	1191
3099	4101	1190
3100	4103	1189
3101	4104	1188
3102	4106	1187
3103	4107	1185
3104	4109	1184
3105	4112	1183
3106	4113	1182
3107	4114	1181
3108	4116	1179
3109	4117	1178
3110	4118	1176
3111	4119	1175
3112	4120	1174
3113	4121	1172
3114	4122	1171
3115	4123	1169
3116	4124	1168
3117	4125	1166
3118	4126	1165
3119	4130	1164
3120	4132	1163
3121	4133	1162
3122	4134	1160
3123	4135	1159
3124	4135	1158
3125	4136	1156
3126	4137	1155
3127	4138	1153
3128	4139	1152
3129	4141	1151
3130	4142	1149
3131	4143	1148
3132	4144	1146
3133	4145	1145
3134	4146	1143
3135	4147	1142
3136	4148	1141
3137	4149	1139
3138	4150	1138
3139	4151	1136
3140	4152	1135
3141	4153	1134
3142	4154	1132
3143	4155	1131
3144	4157	1130
3145	4159	1129
3146	4161	1127
3147	4162	1126
3148	4163	1125
3149	4164	1123
3150	4165	1122
3151	4166	1120
3152	4167	1119
3153	4169	1118
3154	4171	1117
3155	4172	1115
3156	4174	1114
3157	4175	1113
3158	4176	1111
3159	4177	1110
3160	4178	1109
3161	4179	1107
3162	4180	1106
3163	4181	1104
3164	4182	1103
3165	4186	1102
3166	4189	1101
3167	4191	1100
3168	4192	1099
3169	4194	1098
3170	4195	1096
3171	4196	1095
3172	4197	1093
3173	4198	1092
3174	4200	1091
3175	4201	1090
3176	4203	1088
3177	4204	1087
3178	4205	1086
3179	4206	1084
3180	4207	1083
3181	4208	1081
3182	4210	1080
3183	4211	1079
3184	4211	1077
3185	4212	1076
3186	4213	1074
3187	4215	1073
3188	4217	1072
3189	4219	1071
3190	4220	1069
3191	4221	1068
3192	4222	1067
3193	4223	1065
3194	4223	1064
3195	4224	1062
3196	4225	1061
3197	4226	1060
3198	4227	1058
3199	4228	1057
3200	4229	1055
3201	4231	1054
3202	4231	1053
3203	4232	1051
3204	4233	1050
3205	4235	1048
3206	4236	1047
3207	4237	1046
3208	4237	1044
3209	4238	1043
3210	4239	1041
3211	4240	1040
3212	4241	1038
3213	4242	1037
3214	4243	1036
3215	4245	1034
3216	4246	1033
3217	4248	1032
3218	4249	1030
3219	4250	1029
3220	4251	1028
3221	4252	1026
3222	4253	1025
3223	4254	1024
3224	4256	1022
3225	4257	1021
3226	4258	1020
3227	4259	1018
3228	4260	1017
3229	4261	1015
3230	4262	1014
3231	4263	1013
3232	4264	1011
3233	4265	1010
3234	4267	1009
3235	4268	1007
3236	4269	1006
3237	4270	1004
3238	4271	1003
3239	4272	1002
3240	4273	1000
3241	4275	999
3242	4277	998
3243	4278	997
3244	4279	995
3245	4280	994
3246	4282	993
3247	4283	991
3248	4284	990
3249	4285	988
3250	4286	987
3251	4287	986
3252	4288	984
3253	4290	983
3254	4291	982
3255	4292	980
3256	4294	979
3257	4295	978
3258	4296	976
3259	4297	975
3260	4298	974
3261	4299	972
3262	4300	971
3263	4301	970
3264	4302	968
3265	4304	967
3266	4306	966
3267	4307	964
3268	4308	963
3269	4309	962
3270	4311	960
3271	4312	959
3272	4313	958
3273	4314	956
3274	4315	955
3275	4316	953
