iter	RMSE
259	288.2093488
260	287.9578589
261	287.6703308
262	287.3757431
263	287.0646051
264	286.734398
265	286.5050943
266	286.2894811
267	285.9927265
268	285.7760562
269	285.5510353
270	285.3337133
271	284.9949397
272	284.7340719
273	284.5267406
274	284.3344668
275	284.0692243
276	283.8704901
277	283.6043328
278	283.3756922
279	283.1075464
280	282.8782804
281	282.6602147
282	282.3842457
283	282.1788652
284	282.0013044
285	281.7778878
286	281.5144925
287	281.2508796
288	280.9752302
289	280.7457989
290	280.5322062
291	280.3727904
292	280.1265312
293	279.9249753
294	279.7286512
295	279.5070983
296	279.3142287
297	279.1444414
298	279.0267874
299	278.7957969
300	278.6013025
301	278.4218318
302	278.2169359
303	278.0478616
304	277.8327114
305	277.5886025
306	277.3649929
307	277.1706088
308	277.0144208
309	276.7906031
310	276.6315221
311	276.4844671
312	276.3005667
313	276.1231831
314	275.9511743
315	275.6984096
316	275.5364327
317	275.2972848
318	275.0286509
319	274.85854
320	274.7106947
321	274.4886321
322	274.3091128
323	274.0192022
324	273.8774555
325	273.7115658
326	273.4762514
327	273.3070433
328	273.105842
329	272.9140496
330	272.7526257
331	272.5528611
332	272.3325323
333	272.1970341
334	272.015183
335	271.8393956
336	271.6876694
337	271.4750598
338	271.388196
339	271.1668725
340	271.0362069
341	270.8635266
342	270.6644095
343	270.3623259
344	270.16148
345	270.0250078
346	269.8676077
347	269.6971147
348	269.5088901
349	269.327087
350	269.1549741
351	268.9915165
352	268.8756052
353	268.7664702
354	268.6348773
355	268.5372718
356	268.4267267
357	268.3106312
358	268.16602
359	267.9242637
360	267.7579458
361	267.6546892
362	267.4878154
363	267.2791229
364	267.1392736
365	267.0253825
366	266.8670718
367	266.7441449
368	266.5741735
369	266.4233777
370	266.2805988
371	266.157891
372	266.0363523
373	265.9395805
374	265.7524021
375	265.6401616
376	265.4831077
377	265.3357597
378	265.2441574
379	265.0639833
380	264.8885643
381	264.7920923
382	264.6848886
383	264.5465909
384	264.4117452
385	264.2911194
386	264.1642945
387	264.0474609
388	263.9312439
389	263.8284342
390	263.6922636
391	263.5094571
392	263.4219122
393	263.2638484
394	263.0680399
395	262.9394382
396	262.8356204
397	262.6974737
398	262.5544085
399	262.4459552
400	262.3034111
401	262.1932562
402	262.0537181
403	261.9222254
404	261.7529687
405	261.6611332
406	261.5205904
407	261.3517845
408	261.2527225
409	261.0943674
410	260.9049527
411	260.7960772
412	260.6838258
413	260.5624437
414	260.4665508
415	260.3357077
416	260.2225549
417	260.1319604
418	260.0338156
419	259.8204209
420	259.6950718
421	259.581114
422	259.4584882
423	259.335299
424	259.2117509
425	259.1071162
426	258.9832245
427	258.8142863
428	258.6349632
429	258.540007
430	258.4294207
431	258.3354165
432	258.2282369
433	258.1391187
434	257.9582473
435	257.8340509
436	257.72709
437	257.6002455
438	257.4714101
439	257.3447029
440	257.2226387
441	257.1359921
442	256.9897385
443	256.875059
444	256.7631172
445	256.6730772
446	256.5674049
447	256.4904439
448	256.3882569
449	256.2839479
450	256.2104651
451	256.1136016
452	256.0344844
453	255.946303
454	255.7998407
455	255.6995384
456	255.614748
457	255.4766053
458	255.3005744
459	255.1375651
460	255.0254231
461	254.9114379
462	254.8132886
463	254.6846363
464	254.4990107
465	254.3252252
466	254.143744
467	254.0358944
468	253.9589493
469	253.8858271
470	253.7193299
471	253.5595953
472	253.4286226
473	253.3731596
474	253.215543
475	253.1055411
476	253.003224
477	252.8088955
478	252.6977928
479	252.5961282
480	252.4777051
481	252.3526427
482	252.2260131
483	252.132613
484	252.0587842
485	252.0019454
486	251.8749109
487	251.7756989
488	251.6983289
489	251.6132177
490	251.5045277
491	251.4016033
492	251.2753013
493	251.1637611
494	251.0236224
495	250.9463778
496	250.8568187
497	250.6673694
498	250.5737559
499	250.4290105
500	250.315695
501	250.1408963
502	250.0004592
503	249.9353986
504	249.827411
505	249.7515213
506	249.6427297
507	249.5615117
508	249.4692364
509	249.3170458
510	249.2079552
511	249.1247533
512	249.0040017
513	248.8613643
514	248.7426261
515	248.6028303
516	248.5150947
517	248.4590663
518	248.395514
519	248.2679547
520	248.2126421
521	248.126641
522	248.0264219
523	247.9047298
524	247.7970409
525	247.6847966
526	247.586623
527	247.4559737
528	247.38936
529	247.3004712
530	247.1568388
531	247.0899991
532	246.9752155
533	246.849508
534	246.7467439
535	246.6701252
536	246.5979948
537	246.5176379
538	246.3982317
539	246.3256638
540	246.236266
541	246.1634243
542	246.0399101
543	245.973006
544	245.8740384
545	245.8009379
546	245.7188348
547	245.5680489
548	245.4790353
549	245.421734
550	245.3015218
551	245.1307348
552	245.0239033
553	244.9110326
554	244.7912199
555	244.7163483
556	244.6560928
557	244.53349
558	244.4582231
559	244.3313751
560	244.1901153
561	244.0876482
562	243.9745234
563	243.8716633
564	243.746871
565	243.6778443
566	243.5889038
567	243.4532365
568	243.3538603
569	243.2615957
570	243.1328274
571	243.0585554
572	242.949565
573	242.8531832
574	242.7545779
575	242.6867289
576	242.6251196
577	242.5497192
578	242.4807526
579	242.3844764
580	242.2956501
581	242.2130812
582	242.0831877
583	241.9541186
584	241.8611558
585	241.7766143
586	241.6988597
587	241.6064726
588	241.5417341
589	241.4015374
590	241.3381832
591	241.1923403
592	241.1049884
593	240.9945252
594	240.8853848
595	240.7852556
596	240.6922826
597	240.6270979
598	240.5624701
599	240.4698842
600	240.3242051
601	240.2336775
602	240.1256122
603	240.0484204
604	239.958552
605	239.899498
606	239.787216
607	239.6967161
608	239.6117444
609	239.5280698
610	239.4512649
611	239.3905957
612	239.3048644
613	239.2431175
614	239.1688469
615	239.1040195
616	239.0019724
617	238.8957168
618	238.8048719
619	238.7133307
620	238.6226137
621	238.524613
622	238.4237513
623	238.2926243
624	238.1789073
625	238.1014622
626	238.0178008
627	237.9308348
628	237.8601824
629	237.7926935
630	237.6829996
631	237.5770549
632	237.5140608
633	237.4575722
634	237.351785
635	237.2170496
636	237.1182551
637	237.0672269
638	236.9723345
639	236.884548
640	236.8065618
641	236.6772309
642	236.5713471
643	236.5032715
644	236.4122256
645	236.3268704
646	236.1859355
647	236.1335752
648	236.019689
649	235.9429565
650	235.8895627
651	235.8266468
652	235.7061131
653	235.6366379
654	235.5582639
655	235.4947252
656	235.385968
657	235.2805711
658	235.1629783
659	235.0824624
660	234.9872288
661	234.8600986
662	234.754054
663	234.6879848
664	234.6424164
665	234.5728442
666	234.4618638
667	234.3464345
668	234.3072896
669	234.2048641
670	234.1392957
671	234.0534058
672	233.9236008
673	233.7749715
674	233.7211986
675	233.6765922
676	233.5451326
677	233.3923314
678	233.3356415
679	233.2055831
680	233.1360259
681	233.0335385
682	232.9344411
683	232.8597116
684	232.7437652
685	232.7007542
686	232.6381738
687	232.5988016
688	232.5286626
689	232.4637385
690	232.3618407
691	232.3229999
692	232.2368163
693	232.1542095
694	232.07821
695	231.993767
696	231.9447187
697	231.8787484
698	231.8269101
699	231.7449677
700	231.5918452
701	231.4680573
702	231.3718524
703	231.307025
704	231.1952182
705	231.1182607
706	231.0633982
707	230.90065
708	230.8119104
709	230.7139532
710	230.6414975
711	230.5347594
712	230.4265426
713	230.3999359
714	230.3077732
715	230.2518488
716	230.1203997
717	229.9789652
718	229.8454416
719	229.7926977
720	229.6687783
721	229.6150907
722	229.5596159
723	229.4888877
724	229.4430631
725	229.324287
726	229.2256843
727	229.1630294
728	229.1359382
729	229.073183
730	229.0000087
731	228.8973097
732	228.850628
733	228.8240466
734	228.7615389
735	228.6877134
736	228.65105
737	228.6210813
738	228.5860374
739	228.5169527
740	228.409185
741	228.3599604
742	228.3348211
743	228.2551537
744	228.1227872
745	228.0950376
746	227.9965625
747	227.9297188
748	227.8783871
749	227.8058203
750	227.7690152
751	227.6976708
752	227.6509332
753	227.5340944
754	227.4465257
755	227.3655852
756	227.3176212
757	227.2363621
758	227.167302
759	227.1278207
760	227.0697681
761	226.9996608
762	226.9238633
763	226.8807294
764	226.8035956
765	226.7570004
766	226.6878555
767	226.6184176
768	226.5698206
769	226.523783
770	226.4773725
771	226.4439089
772	226.3996819
773	226.3429047
774	226.292819
775	226.2096194
776	226.1411952
777	226.1034725
778	225.9973112
779	225.9209906
780	225.8556691
781	225.8184143
782	225.7510672
783	225.7142571
784	225.5968294
785	225.5603809
786	225.445215
787	225.3788156
788	225.3046559
789	225.2111031
790	225.1462051
791	225.0807147
792	224.9770729
793	224.9121832
794	224.8369921
795	224.7724134
796	224.7288429
797	224.684686
798	224.6209449
799	224.5282038
800	224.4140167
801	224.3850374
802	224.3400265
803	224.2371643
804	224.1950504
805	224.16551
806	224.0421904
807	224.0171896
808	223.9423767
809	223.867848
810	223.7607349
811	223.7359404
812	223.6681135
813	223.5989855
814	223.5306999
815	223.4202498
816	223.3898186
817	223.3060956
818	223.2011856
819	223.0740648
820	222.9584189
821	222.8910674
822	222.8565779
823	222.7069084
824	222.6199657
825	222.5925205
826	222.5651543
827	222.5117308
828	222.4780453
829	222.3742998
830	222.331724
831	222.3079753
832	222.2727076
833	222.1632071
834	222.1302926
835	222.0552517
836	222.0227131
837	221.9658732
838	221.9321524
839	221.909103
840	221.8244471
841	221.734095
842	221.6679943
843	221.6419799
844	221.5820612
845	221.5592918
846	221.5336499
847	221.513903
848	221.4727805
849	221.4105267
850	221.3226207
851	221.3024815
852	221.2627348
853	221.2317907
854	221.1343485
855	221.0876817
856	221.0084074
857	220.8735279
858	220.7733877
859	220.6542497
860	220.521622
861	220.4909326
862	220.4664332
863	220.3983149
864	220.3009688
865	220.2284543
866	220.1692388
867	220.0724029
868	220.0139075
869	219.954257
870	219.8713959
871	219.7596374
872	219.7383177
873	219.6810342
874	219.6244455
875	219.6032826
876	219.5211093
877	219.4640967
878	219.4028077
879	219.372984
880	219.2707399
881	219.1733842
882	219.0957892
883	219.0406985
884	218.9994901
885	218.928609
886	218.8742747
887	218.7836756
888	218.7147689
889	218.6297356
890	218.5401882
891	218.4665669
892	218.4458617
893	218.4038113
894	218.3154993
895	218.2159228
896	218.1757265
897	218.1153298
898	217.9892584
899	217.8880708
900	217.8097673
901	217.708301
902	217.6550178
903	217.6020782
904	217.527011
905	217.4353201
906	217.3763142
907	217.3478035
908	217.2911904
909	217.168388
910	217.0541486
911	216.956286
912	216.8583524
913	216.8265738
914	216.7743497
915	216.7116863
916	216.6888518
917	216.6226916
918	216.5388812
919	216.4405715
920	216.384521
921	216.2933501
922	216.2271125
923	216.2034915
924	216.1395832
925	216.088534
926	216.0380978
927	215.8901952
928	215.7990593
929	215.747284
930	215.7032167
931	215.6423286
932	215.582434
933	215.4921689
934	215.4475564
935	215.3753895
936	215.3172744
937	215.2680687
938	215.1703743
939	215.1217029
940	215.0088209
941	214.9383066
942	214.8787457
943	214.7811879
944	214.7284887
945	214.6603836
946	214.5799938
947	214.5214515
948	214.4139313
949	214.2970933
950	214.2740049
951	214.1798657
952	214.1521331
953	214.0936987
954	214.0458525
955	213.9627696
956	213.8752808
957	213.8049201
958	213.7575776
959	213.6479533
960	213.5225965
961	213.4568885
962	213.3991302
963	213.3142724
964	213.2239572
965	213.1719832
966	213.088764
967	213.0615349
968	212.978452
969	212.9303611
970	212.8519653
971	212.8301545
972	212.8085495
973	212.7264514
974	212.6354636
975	212.5067426
976	212.4484203
977	212.314191
978	212.2419782
979	212.1517997
980	212.0598423
981	211.9912622
982	211.9447379
983	211.9180597
984	211.8617967
985	211.8147509
986	211.7363059
987	211.6991428
988	211.6727421
989	211.6260366
990	211.6049849
991	211.5499712
992	211.5042871
993	211.4518079
994	211.3760289
995	211.2346639
996	211.173992
997	211.1051089
998	211.0450497
999	211.0230065
1000	210.9738497
1001	210.9199494
1002	210.8779546
1003	210.8370342
1004	210.7999265
1005	210.7740882
1006	210.7195014
1007	210.6673437
1008	210.6198842
1009	210.5759962
1010	210.5288178
1011	210.4458856
1012	210.3431604
1013	210.2506554
1014	210.171215
1015	210.0842907
1016	210.0368623
1017	209.906252
1018	209.8765732
1019	209.8238585
1020	209.7408871
1021	209.6828529
1022	209.6231602
1023	209.5592209
1024	209.5302683
1025	209.483944
1026	209.4587899
1027	209.4161203
1028	209.3521569
1029	209.289108
1030	209.2289458
1031	209.1374722
1032	209.0024634
1033	208.9505726
1034	208.9059766
1035	208.8168226
1036	208.7760258
1037	208.7380035
1038	208.6976888
1039	208.6639738
1040	208.582791
1041	208.5308303
1042	208.4976025
1043	208.4728353
1044	208.4142272
1045	208.369077
1046	208.2974611
1047	208.2694238
1048	208.1316945
1049	208.0427072
1050	207.9816077
1051	207.9190189
1052	207.8558049
1053	207.7915443
1054	207.6993338
1055	207.6666382
1056	207.6328401
1057	207.5893408
1058	207.5252861
1059	207.4742788
1060	207.4331305
1061	207.3466347
1062	207.31666
1063	207.2821095
1064	207.2109302
1065	207.1525049
1066	207.0924171
1067	207.0411743
1068	206.9928293
1069	206.9355661
1070	206.8414759
1071	206.7920843
1072	206.6955444
1073	206.6361389
1074	206.5752279
1075	206.5484153
1076	206.4924481
1077	206.417
1078	206.3571579
1079	206.3101412
1080	206.2408709
1081	206.1996198
1082	206.1158883
1083	205.9677888
1084	205.8935159
1085	205.8381377
1086	205.7480011
1087	205.7165185
1088	205.5898115
1089	205.5305435
1090	205.4275295
1091	205.3593219
1092	205.2583911
1093	205.2235033
1094	205.1868089
1095	205.155978
1096	205.0463216
1097	204.9293377
1098	204.8464434
1099	204.805802
1100	204.7697934
1101	204.6752104
1102	204.62698
1103	204.5990318
1104	204.4636099
1105	204.4236852
1106	204.3445883
1107	204.258102
1108	204.1829413
1109	204.1166541
1110	204.0400181
1111	203.9731632
1112	203.9074929
1113	203.8681698
1114	203.8384204
1115	203.7838092
1116	203.7261688
1117	203.6756439
1118	203.6176469
1119	203.5781083
1120	203.4800214
1121	203.4417005
1122	203.4142859
1123	203.3691691
1124	203.3506431
1125	203.2981018
1126	203.2328634
1127	203.1485645
1128	203.0889509
1129	203.0242974
1130	202.99791
1131	202.9753215
1132	202.9558919
1133	202.8460637
1134	202.7657215
1135	202.7307154
1136	202.6639248
1137	202.6472296
1138	202.5354574
1139	202.3996342
1140	202.3339481
1141	202.2848801
1142	202.1458969
1143	202.1065734
1144	202.0270793
1145	201.9995517
1146	201.9060779
1147	201.8719416
1148	201.8431786
1149	201.8091121
1150	201.7753858
1151	201.7442264
1152	201.6987651
1153	201.6100189
1154	201.4944223
1155	201.3824035
1156	201.2906152
1157	201.1570478
1158	201.1251538
1159	201.0774006
1160	201.0621435
1161	201.0293226
1162	201.0094412
1163	200.9932048
1164	200.9297
1165	200.8476079
1166	200.825152
1167	200.8102581
1168	200.7838198
1169	200.7373858
1170	200.6671214
1171	200.5821063
1172	200.5296614
1173	200.4462691
1174	200.3866589
1175	200.3538849
1176	200.287212
1177	200.2676046
1178	200.1991061
1179	200.1386297
1180	200.0805609
1181	200.0184467
1182	200.0000762
1183	199.9486593
1184	199.8695741
1185	199.8503514
1186	199.7371035
1187	199.7049974
1188	199.6515331
1189	199.5780829
1190	199.5636533
1191	199.5200989
1192	199.4433607
1193	199.3745773
1194	199.318133
1195	199.2601229
1196	199.2164387
1197	199.1934284
1198	199.1309067
1199	199.0550668
1200	198.9943404
1201	198.9629095
1202	198.9081968
1203	198.8309057
1204	198.8001009
1205	198.7764227
1206	198.7453735
1207	198.7299257
1208	198.6319125
1209	198.6033716
1210	198.5530622
1211	198.499781
1212	198.4810767
1213	198.36962
1214	198.2863094
1215	198.2599726
1216	198.2094048
1217	198.1437369
1218	198.125341
1219	198.0687615
1220	198.0139388
1221	197.9366439
1222	197.8625807
1223	197.8459331
1224	197.8277835
1225	197.8098411
1226	197.7677474
1227	197.6855375
1228	197.6441699
1229	197.5295188
1230	197.4746889
1231	197.3948212
1232	197.3464072
1233	197.2809684
1234	197.2390499
1235	197.1840167
1236	197.1060103
1237	197.0722836
1238	197.0446505
1239	196.9780216
1240	196.9173052
1241	196.8320089
1242	196.7577267
1243	196.7092949
1244	196.6918716
1245	196.6383688
1246	196.5622757
1247	196.535377
1248	196.4925534
1249	196.4334488
1250	196.3869588
1251	196.3123619
1252	196.2076628
1253	196.1586272
1254	196.0875333
1255	196.0615613
1256	196.0514325
1257	196.029754
1258	195.9622461
1259	195.9451085
1260	195.9123121
1261	195.8893974
1262	195.7948594
1263	195.7810094
1264	195.7464719
1265	195.7126718
1266	195.6102884
1267	195.5875553
1268	195.5305085
1269	195.5114068
1270	195.4690519
1271	195.4343083
1272	195.3946884
1273	195.3309984
1274	195.2607428
1275	195.1953732
1276	195.1315556
1277	195.0689261
1278	194.9740186
1279	194.9322176
1280	194.8827816
1281	194.7752907
1282	194.7531406
1283	194.7002789
1284	194.6409786
1285	194.5631896
1286	194.5226825
1287	194.5040031
1288	194.4879967
1289	194.4169414
1290	194.396048
1291	194.3119323
1292	194.2423415
1293	194.1599742
1294	194.1241056
1295	194.0423775
1296	193.9712323
1297	193.9528016
1298	193.9075279
1299	193.885929
1300	193.8384168
1301	193.8070771
1302	193.7780994
1303	193.7127905
1304	193.6534644
1305	193.5772401
1306	193.547243
1307	193.5308355
1308	193.461685
1309	193.4362595
1310	193.4106003
1311	193.4010662
1312	193.3860434
1313	193.3551639
1314	193.2431143
1315	193.1709379
1316	193.0793027
1317	193.0520705
1318	193.0199935
1319	192.9593487
1320	192.8973787
1321	192.8817379
1322	192.8626242
1323	192.819235
1324	192.7465544
1325	192.6779303
1326	192.607823
1327	192.5831968
1328	192.5401833
1329	192.5159368
1330	192.4209337
1331	192.3705537
1332	192.3455324
1333	192.3177227
1334	192.3002292
1335	192.2145373
1336	192.1658263
1337	192.1202815
1338	192.0342598
1339	192.0120958
1340	191.9348474
1341	191.9015468
1342	191.8309804
1343	191.8104142
1344	191.7722729
1345	191.7148191
1346	191.6856339
1347	191.6612947
1348	191.553615
1349	191.5148124
1350	191.4508172
1351	191.3983642
1352	191.2929205
1353	191.2305006
1354	191.1971231
1355	191.1305796
1356	191.1050577
1357	191.0827892
1358	191.0354742
1359	191.0145964
1360	190.9830321
1361	190.9740902
1362	190.9592902
1363	190.9059195
1364	190.8753374
1365	190.8618717
1366	190.8032564
1367	190.7311212
1368	190.7242376
1369	190.7028984
1370	190.6074547
1371	190.5498679
1372	190.4562153
1373	190.3655168
1374	190.3290855
1375	190.305865
1376	190.2764061
1377	190.1973805
1378	190.1766965
1379	190.163553
1380	190.0788128
1381	190.0574777
1382	189.9862394
1383	189.9238457
1384	189.8492319
1385	189.7848904
1386	189.7293299
1387	189.6794471
1388	189.6122023
1389	189.5517831
1390	189.4720134
1391	189.4196557
1392	189.4086737
1393	189.3760711
1394	189.3052114
1395	189.2312798
1396	189.2074841
1397	189.1456511
1398	189.0570712
1399	189.0118489
1400	188.924773
1401	188.8391423
1402	188.8084982
1403	188.7518499
1404	188.7323705
1405	188.669104
1406	188.6460099
1407	188.5605353
1408	188.5420095
1409	188.5336025
1410	188.4722295
1411	188.4118166
1412	188.3956869
1413	188.3804487
1414	188.3440914
1415	188.3280837
1416	188.3147301
1417	188.2404445
1418	188.2181799
1419	188.1740572
1420	188.1394388
1421	188.1329178
1422	188.0915656
1423	188.0295325
1424	187.9464014
1425	187.8747251
1426	187.8302446
1427	187.7611948
1428	187.7442743
1429	187.7061123
1430	187.6230888
1431	187.5641779
1432	187.5507275
1433	187.4828784
1434	187.4028588
1435	187.3449751
1436	187.3084759
1437	187.2497255
1438	187.1807019
1439	187.1480022
1440	187.1415549
1441	187.0723187
1442	187.0452546
1443	187.0265916
1444	187.0050504
1445	186.9997988
1446	186.9694863
1447	186.9598856
1448	186.9216464
1449	186.8400669
1450	186.766801
1451	186.7121091
1452	186.7013053
1453	186.6065691
1454	186.5257852
1455	186.4835204
1456	186.4603667
1457	186.4058596
1458	186.3036169
1459	186.2802972
1460	186.2536528
1461	186.2321454
1462	186.1782087
1463	186.1626208
1464	186.1018866
1465	186.0225427
1466	185.994254
1467	185.9162905
1468	185.8866723
1469	185.865231
1470	185.8532167
1471	185.8138167
1472	185.7604772
1473	185.7306624
1474	185.6493731
1475	185.5850726
1476	185.4995447
1477	185.4574267
1478	185.3936393
1479	185.3826512
1480	185.3131407
1481	185.2600437
1482	185.2394824
1483	185.2211664
1484	185.1686265
1485	185.0960043
1486	185.0807693
1487	184.9853881
1488	184.9658917
1489	184.8918848
1490	184.8858384
1491	184.8546793
1492	184.8484629
1493	184.7918629
1494	184.7638241
1495	184.7621191
1496	184.709286
1497	184.6571921
1498	184.6217629
1499	184.5949935
1500	184.5706331
1501	184.5587081
1502	184.5461281
1503	184.5233459
1504	184.4934447
1505	184.4600106
1506	184.4295474
1507	184.4220361
1508	184.3555996
1509	184.3104078
1510	184.2186232
1511	184.1859764
1512	184.15644
1513	184.1534358
1514	184.0880489
1515	184.0332798
1516	184.0150592
1517	183.9910153
1518	183.952371
1519	183.9029763
1520	183.8081281
1521	183.7893132
1522	183.7252562
1523	183.6537608
1524	183.6364834
1525	183.6262009
1526	183.5553486
1527	183.5506385
1528	183.5335312
1529	183.502719
1530	183.4957196
1531	183.451655
1532	183.3659298
1533	183.3490033
1534	183.3310736
1535	183.2865428
1536	183.2445605
1537	183.207691
1538	183.2058824
1539	183.1508908
1540	183.1313117
1541	183.0571532
1542	183.0313093
1543	182.9584078
1544	182.9416741
1545	182.8871834
1546	182.820539
1547	182.7346196
1548	182.6426437
1549	182.5893536
1550	182.5562343
1551	182.5453033
1552	182.4930078
1553	182.4316043
1554	182.4147645
1555	182.4083165
1556	182.3997098
1557	182.3577765
1558	182.2862668
1559	182.2276949
1560	182.1639769
1561	182.1112581
1562	182.0715201
1563	182.0539222
1564	182.0140287
1565	181.9816416
1566	181.9772598
1567	181.9121748
1568	181.8894253
1569	181.8340899
1570	181.7872305
1571	181.7526385
1572	181.7430654
1573	181.6987465
1574	181.6261101
1575	181.5652087
1576	181.5009666
1577	181.4319394
1578	181.4249463
1579	181.3637735
1580	181.3415446
1581	181.2520857
1582	181.2159869
1583	181.2044405
1584	181.1431245
1585	181.0776405
1586	180.9954148
1587	180.9629198
1588	180.9100681
1589	180.8737808
1590	180.826274
1591	180.7595575
1592	180.6832101
1593	180.6226493
1594	180.5598509
1595	180.4928839
1596	180.4658686
1597	180.4554626
1598	180.4113923
1599	180.3836233
1600	180.3801035
1601	180.3486291
1602	180.3431995
1603	180.2967498
1604	180.2472457
1605	180.193118
1606	180.1885985
1607	180.0981924
1608	180.072122
1609	180.0125637
1610	179.9463203
1611	179.8590545
1612	179.8370209
1613	179.7892136
1614	179.7313375
1615	179.7055459
1616	179.6506002
1617	179.6344854
1618	179.6008473
1619	179.527402
1620	179.4756062
1621	179.4593474
1622	179.4154374
1623	179.357738
1624	179.3519499
1625	179.3420958
1626	179.3363937
1627	179.2980779
1628	179.2470053
1629	179.1898958
1630	179.1480681
1631	179.0853794
1632	179.0722157
1633	179.0397975
1634	179.0209258
1635	178.9585268
1636	178.93396
1637	178.9154635
1638	178.8913613
1639	178.8457287
1640	178.8326196
1641	178.7444778
1642	178.7052366
1643	178.6338388
1644	178.6093938
1645	178.6002373
1646	178.5454349
1647	178.4895294
1648	178.4080428
1649	178.379533
1650	178.3546861
1651	178.3223204
1652	178.3179803
1653	178.2955388
1654	178.2463023
1655	178.1404399
1656	178.0793748
1657	178.0387353
1658	177.9877934
1659	177.9232123
1660	177.8711092
1661	177.8442132
1662	177.7735515
1663	177.7135842
1664	177.6796541
1665	177.6592931
1666	177.6035171
1667	177.5964982
1668	177.5240757
1669	177.4569922
1670	177.4393309
1671	177.4083551
1672	177.3848086
1673	177.347963
1674	177.2846667
1675	177.2687374
1676	177.2518646
1677	177.2398441
1678	177.1543574
1679	177.1169944
1680	177.0768723
1681	176.99294
1682	176.9148901
